household_ID,pairing,average_consumption
ID1877,Own - Boarders,197.84
ID1878,Own - Renters,124.6
ID1879,Own - None,80.52
ID1880,Own - None,235.68
ID1881,Own - None,172.56
ID1882,Own - None,16.84
ID1883,Own - None,102.68
ID1884,Own - Renters,87.36
ID1885,Own - None,24.92
ID1886,Own - None,83.28
ID1887,Own - None,149.92
ID1888,Rent - Not Specified,67.04
ID1889,Own - None,90.16
ID1890,Rent - Not Specified,66.84
ID1891,Own - None,58.36
ID1892,Own - None,48.8
ID1893,Own - None,76.2
ID1894,Own - None,53.16
ID1895,Own - None,217.08
ID1896,Own - None,108.52
ID1897,Rent - Not Specified,78.56
ID1898,Rent - Not Specified,50.36
ID1899,Own - None,89.0
ID1900,Own - None,17.4
ID1901,Own - None,105.04
ID1902,Own - None,155.16
ID1903,Own - None,56.36
ID1904,Own - None,27.08
ID1905,Own - None,32.76
ID1906,Own - None,173.44
ID1907,Rent - Not Specified,74.88
ID1908,Own - None,171.4
ID1909,Own - None,65.48
ID1910,Own - None,38.24
ID1911,Own - None,93.76
ID1912,Own - None,149.12
ID1913,Own - None,104.12
ID1914,Own - None,8.04
ID1915,Own - None,88.4
ID1916,Own - None,155.16
ID1917,Rent Free - Not Specified,142.44
ID1918,Own - None,132.24
ID1919,Rent - Not Specified,70.76
ID1920,Own - None,102.92
ID1921,Own - None,11.64
ID1922,Rent - Not Specified,74.96
ID1923,Own - None,62.64
ID1924,Rent Free - Not Specified,151.45833333333334
ID1925,Own - None,173.24
ID1926,Own - None,183.28
ID1927,Own - None,43.52
ID1928,Own - None,25.88
ID1929,Own - None,98.84
ID1930,Own - None,36.88
ID1931,Own - None,141.0
ID1932,Rent - Not Specified,48.16
ID1933,Own - None,153.88
ID1934,Own - None,86.04
ID1935,Own - None,76.04
ID1936,Own - None,97.24
ID1937,Own - None,213.44
ID1938,Own - None,50.80952380952381
ID1939,Own - None,31.0
ID1940,Own - None,48.52
ID1941,Own - None,78.04
ID1942,Own - None,148.16
ID1943,Own - None,74.07142857142857
ID1944,Own - None,64.88
ID1945,Own - None,272.96
ID1946,Rent - Not Specified,63.68
ID1947,Own - None,379.16
ID1948,Own - None,95.24
ID1949,Own - None,139.72
ID1950,Own - None,1073.96
ID1951,Own - None,48.84
ID1952,Own - None,115.6
ID1953,Own - None,36.92
ID1954,Own - None,70.12
ID1955,Own - Boarders,113.32
ID1956,Rent - Not Specified,286.12
ID1957,Own - None,113.05263157894737
ID1958,Rent - Not Specified,18.52
ID1959,Own - None,174.64
ID1960,Own - None,83.88
ID1961,Rent - Not Specified,181.12
ID1962,Own - None,51.2
ID1963,Own - None,1.36
ID1964,Own - None,150.36
ID1965,Own - None,254.45833333333334
ID1966,Own - None,131.76
ID1967,Own - None,42.12
ID1968,Own - None,92.16
ID1969,Own - None,561.96
ID1970,Rent - Not Specified,108.92
ID1971,Own - None,101.96
ID1972,Own - None,82.84
ID1973,Rent - Not Specified,55.8
ID1974,Own - None,127.04
ID1975,Own - None,52.28
ID1976,Own - None,12.4
ID1977,Own - None,71.84
ID1978,Own - None,342.56
ID1979,Own - None,106.48
ID1980,Own - None,126.2
ID1981,Rent Free - Not Specified,86.64
ID1982,Own - None,179.2
ID1983,Own - None,97.52
ID1984,Own - None,118.08
ID1985,Own - None,212.96
ID1986,Own - None,0.0
ID1987,Rent Free - Not Specified,149.96
ID1988,Own - None,31.96
ID1989,Rent - Not Specified,29.8
ID1990,Own - None,117.56
ID1991,Own - None,117.72
ID1992,Own - None,387.84
ID1993,Own - None,214.16
ID1994,Own - None,130.64
ID1995,Own - None,95.52
ID1996,Own - None,78.88
ID1997,Own - None,135.36
ID1998,Own - None,186.8
ID1999,Own - None,47.68
ID2000,Own - None,77.8
ID2001,Own - None,247.2
ID2002,Own - None,80.56
ID2003,Own - None,33.4
ID2004,Own - None,70.52
ID2005,Own - None,71.56
ID2006,Own - None,50.48
ID2007,Rent - Not Specified,38.28
ID2008,Own - None,186.68
ID2009,Own - None,158.54166666666666
ID2010,Own - None,52.92
ID2011,Own - None,105.92
ID2012,Rent - Not Specified,129.88
ID2013,Rent - Not Specified,97.48
ID2014,Rent - Not Specified,74.84
ID2015,Own - None,5.4
ID2016,Rent - Not Specified,57.68
ID2017,Own - None,511.92
ID2018,Own - None,46.09090909090909
ID2019,Rent - Not Specified,22.6
ID2020,Own - None,78.64
ID2021,Own - None,89.56
ID2022,Own - None,79.88
ID2023,Own - None,181.0
ID2024,Rent - Not Specified,18.64
ID2025,Own - None,100.36
ID2026,Own - None,121.8
ID2027,Own - None,280.08
ID2028,Own - None,99.6
ID2029,Rent - Not Specified,58.31818181818182
ID2030,Own - None,84.68
ID2031,Own - None,56.64
ID2032,Own - None,112.2
ID2033,Own - Boarders,93.84
ID2034,Own - None,19.96
ID2035,Own - None,105.16666666666667
ID2036,Rent - Not Specified,140.24
ID2037,Own - None,87.84
ID2038,Own - None,150.2
ID2039,Own - None,40.0
ID2040,Own - None,124.0
ID2041,Own - None,233.52
ID2042,Own - None,355.24
ID2043,Own - None,98.52
ID2044,Own - None,64.2
ID2045,Rent - Not Specified,145.12
ID2046,Own - None,112.04
ID2047,Own - None,205.84
ID2048,Own - None,127.32
ID2049,Own - None,119.08
ID2050,Own - None,37.64
ID2051,Rent - Not Specified,125.4
ID2052,Own - None,44.44
ID2053,Own - None,87.92
ID2054,Rent - Not Specified,111.52
ID2055,Rent - Not Specified,11.0
ID2056,Rent - Not Specified,73.0
ID2057,Rent - Not Specified,187.0
ID2058,Own - None,297.0
ID2059,Own - None,83.12
ID2060,Own - None,121.44
ID2061,Rent - Not Specified,86.36
ID2062,Own - None,105.6
ID2063,Own - None,85.88
ID2064,Rent - Not Specified,297.72
ID2065,Own - None,84.68
ID2066,Own - None,82.16
ID2067,Own - None,114.48
ID2068,Own - None,78.92
ID2069,Own - None,70.44
ID2070,Own - None,94.52
ID2071,Rent - Not Specified,125.16
ID2072,Own - None,429.96
ID2073,Own - None,78.88
ID2074,Own - None,33.76
ID2075,Own - None,33.48
ID2076,Own - None,187.12
ID2077,Own - None,213.92
ID2078,Rent - Not Specified,88.04
ID2079,Rent - Not Specified,142.88
ID2080,Own - None,193.04
ID2081,Own - None,105.4
ID2082,Own - None,172.88
ID2083,Own - None,139.44
ID2084,Rent - Not Specified,82.92
ID2085,Own - None,29.24
ID2086,Own - None,74.0
ID2087,Own - None,53.04
ID2088,Own - None,4.0
ID2089,Own - None,84.56
ID2090,Own - None,97.25
ID2091,Own - None,92.6
ID2092,Own - None,55.52
ID2093,Own - None,25.92
ID2094,Rent - Not Specified,73.84
ID2095,Own - None,411.375
ID2096,Own - None,80.48
ID2097,Own - None,191.76
ID2098,Own - None,27.32
ID2099,Own - None,86.0
ID2100,Own - None,88.12
ID2101,Own - None,163.6
ID2102,Own - None,27.08
ID2103,Own - None,58.12
ID2104,Own - None,54.4
ID2105,Own - None,103.8
ID2106,Own - None,129.6
ID2107,Own - None,126.12
ID2108,Own - None,175.72
ID2109,Own - None,62.76
ID2110,Own - None,78.92
ID2111,Rent - Not Specified,83.92
ID2112,Own - None,157.0
ID2113,Own - None,175.84
ID2114,Own - None,180.36
ID2115,Own - None,65.4
ID2116,Own - None,110.8
ID2117,Own - None,274.0
ID2118,Own - None,175.6
ID2119,Own - None,60.96
ID2120,Own - None,27.96
ID2121,Own - None,48.72
ID2122,Own - None,156.72
ID2123,Own - None,58.56
ID2124,Own - None,0.08
ID2125,Own - None,0.0
ID2126,Own - None,95.0
ID2127,Rent - Not Specified,105.44
ID2128,Rent - Not Specified,50.48
ID2129,Own - None,87.0
ID2130,Rent - Not Specified,79.68
ID2131,Own - None,230.6
ID2132,Own - None,159.44
ID2133,Own - None,114.64
ID2134,Own - None,56.16
ID2135,Rent Free - Not Specified,21.8
ID2136,Own - Renters,53.16
ID2137,Own - None,226.64
ID2138,Own - None,87.16
ID2139,Rent - Not Specified,119.28
ID2140,Own - None,344.16
ID2141,Own - None,165.28
ID2142,Own - None,165.68
ID2143,Own - None,121.04
ID2144,Own - None,182.32
ID2145,Own - None,6.12
ID2146,Own - None,77.36
ID2147,Own - None,269.12
ID2148,Own - None,83.72
ID2149,Own - None,197.32
ID2150,Own - None,192.32
ID2151,Own - None,83.4
ID2152,Rent - Not Specified,144.8
ID2153,Own - None,186.28
ID2154,Rent - Not Specified,12.56
ID2155,Own - None,120.28
ID2156,Rent - Not Specified,62.36
ID2157,Own - None,64.04
ID2158,Own - None,16.32
ID2159,Own - None,42.44
ID2160,Own - None,58.88
ID2161,Own - None,182.04166666666666
ID2162,Own - None,0.24
ID2163,Own - None,316.68
ID2164,Own - None,45.16
ID2165,Own - None,129.24
ID2166,Own - None,57.64
ID2167,Own - None,364.16
ID2168,Own - Renters,125.4
ID2169,Rent - Not Specified,78.0
ID2170,Own - None,180.2
ID2171,Own - None,73.4
ID2172,Own - None,146.92
ID2173,Own - None,107.48
ID2174,Own - None,81.36
ID2175,Own - None,123.44
ID2176,Own - None,91.52
ID2177,Own - None,37.0
ID2178,Own - None,78.92
ID2179,Own - None,216.68
ID2180,Own - None,67.84
ID2181,Own - None,50.64
ID2182,Own - None,102.73333333333333
ID2183,Own - None,69.72
ID2184,Own - None,121.52
ID2185,Own - None,86.36
ID2186,Own - None,945.48
ID2187,Own - None,37.32
ID2188,Own - None,41.16
ID2189,Own - None,67.96
ID2190,Own - None,47.6
ID2191,Rent - Not Specified,31.6
ID2192,Own - None,51.68
ID2193,Own - None,163.36
ID2194,Own - None,283.04
ID2195,Rent - Not Specified,132.16
ID2196,Own - None,38.24
ID2197,Own - None,48.28
ID2198,Own - None,160.56
ID2199,Own - None,2.16
ID2200,Own - None,70.0
ID2201,Rent Free - Not Specified,110.64
ID2202,Own - None,103.68
ID2203,Own - None,51.24
ID2204,Own - None,8.16
ID2205,Own - None,179.24
ID2206,Own - None,45.76
ID2207,Own - None,137.4
ID2208,Rent - Not Specified,106.8
ID2209,Own - None,241.96
ID2210,Own - None,259.0
ID2211,Own - None,128.36
ID2212,Own - None,72.44
ID2213,Rent - Not Specified,77.84
ID2214,Rent Free - Not Specified,56.24
ID2215,Own - None,77.44
ID2216,Own - None,10.6
ID2217,Rent - Not Specified,520.36
ID2218,Own - None,203.41666666666666
ID2219,Own - None,292.08
ID2220,Own - None,551.44
ID2221,Own - None,323.24
ID2222,Own - None,43.2
ID2223,Own - None,260.2
ID2224,Own - None,42.8
ID2225,Own - None,92.72
ID2226,Own - None,130.76
ID2227,Rent - Not Specified,64.0
ID2228,Own - None,147.08
ID2229,Own - None,323.4
ID2230,Own - None,173.88
ID2231,Own - None,97.4
ID2232,Own - None,30.2
ID2233,Own - None,94.96
ID2234,Own - None,96.6
ID2235,Own - None,86.95652173913044
ID2236,Rent - Not Specified,62.68
ID2237,Own - None,100.24
ID2238,Own - None,63.9
ID2239,Own - None,183.32
ID2240,Rent - Not Specified,117.52
ID2241,Own - None,89.04
ID2242,Own - None,68.0
ID2243,Rent - Not Specified,128.8
ID2244,Rent Free - Not Specified,94.52
ID2245,Own - None,101.92
ID2246,Rent - Not Specified,206.2
ID2247,Own - None,126.92
ID2248,Own - None,174.36
ID2249,Own - None,124.24
ID2250,Own - None,127.76
ID2251,Own - None,442.76
ID2252,Own - None,50.88
ID2253,Own - Renters,68.68
ID2254,Rent - Not Specified,118.8
ID2255,Rent - Not Specified,77.32
ID2256,Own - None,0.28
ID2257,Own - None,247.96
ID2258,Own - None,41.32
ID2259,Own - None,89.36
ID2260,Own - None,77.24
ID2261,Own - None,120.88
ID2262,Own - None,257.36
ID2263,Own - None,127.92
ID2264,Own - None,65.72
ID2265,Own - None,111.6
ID2266,Own - None,130.08
ID2267,Own - None,22.6
ID2268,Own - None,69.32
ID2269,Rent - Not Specified,99.8
ID2270,Own - None,629.9565217391304
ID2271,Own - None,51.8
ID2272,Own - None,17.952380952380953
ID2273,Own - None,251.48
ID2274,Rent - Not Specified,92.12
ID2275,Own - None,167.12
ID2276,Own - None,142.8
ID2277,Own - None,56.72
ID2278,Own - None,271.56
ID2279,Own - None,84.08
ID2280,Own - None,228.44
ID2281,Rent - Not Specified,105.72
ID2282,Own - None,57.68
ID2283,Own - None,22.8
ID2284,Rent - Not Specified,72.36
ID2285,Own - None,132.84
ID2286,Own - None,96.32
ID2287,Own - None,78.04
ID2288,Own - None,239.0
ID2289,Own - None,114.72
ID2290,Own - None,22.04
ID2291,Own - None,28.96
ID2292,Own - None,57.72
ID2293,Rent - Not Specified,136.2
ID2294,Rent - Not Specified,91.64
ID2295,Own - None,43.04
ID2296,Own - None,43.4
ID2297,Own - None,48.96
ID2298,Own - None,77.76
ID2299,Own - None,25.84
ID2300,Own - None,98.84
ID2301,Own - None,0.0
ID2302,Own - None,102.68
ID2303,Own - None,70.52
ID2304,Own - None,50.96
ID2305,Own - None,18.32
ID2306,Own - None,234.88
ID2307,Own - None,217.68
ID2308,Own - None,114.0
ID2309,Own - None,79.48
ID2310,Own - None,194.76
ID2311,Own - None,91.48
ID2312,Own - None,379.4
ID2313,Own - None,232.28
ID2314,Own - None,108.12
ID2315,Rent - Not Specified,53.88
ID2316,Own - None,98.76
ID2317,Own - None,246.58333333333334
ID2318,Rent - Not Specified,55.4
ID2319,Own - None,93.96
ID2320,Own - None,49.04
ID2321,Own - None,108.0
ID2322,Own - None,85.76
ID2323,Own - None,245.64
ID2324,Own - None,98.96
ID2325,Own - None,0.48
ID2326,Own - None,36.0
ID2327,Own - None,46.2
ID2328,Own - None,111.96
ID2329,Own - None,129.36
ID2330,Own - None,143.4
ID2331,Own - None,74.24
ID2332,Own - None,112.64
ID2333,Rent Free - Not Specified,55.68
ID2334,Own - None,89.76
ID2335,Own - None,302.64
ID2336,Rent - Not Specified,26.12
ID2337,Own - None,62.76
ID2338,Own - None,198.0
ID2339,Own - Renters,59.44
ID2340,Rent - Not Specified,27.04
ID2341,Rent - Not Specified,60.72
ID2342,Own - None,179.28
ID2343,Own - None,76.44
ID2344,Own - None,145.6
ID2345,Own - None,65.48
ID2346,Own - None,145.36
ID2347,Own - None,44.32
ID2348,Own - None,75.9090909090909
ID2349,Rent - Not Specified,83.68
ID2350,Own - None,319.24
ID2351,Own - None,98.4
ID2352,Own - None,35.56
ID2353,Rent - Not Specified,81.72
ID2354,Own - None,125.68
ID2355,Own - None,185.96
ID2356,Own - None,142.84
ID2357,Own - None,104.32
ID2358,Own - None,130.08
ID2359,Rent - Not Specified,157.12
ID2360,Own - None,108.6
ID2361,Own - None,99.92
ID2362,Rent - Not Specified,73.8
ID2363,Own - None,381.36
ID2364,Rent - Not Specified,43.0
ID2365,Own - None,80.72
ID2366,Rent - Not Specified,80.92
ID2367,Own - Renters,69.28
ID2368,Own - None,215.32
ID2369,Own - None,114.08
ID2370,Own - None,102.92
ID2371,Own - None,82.84
ID2372,Own - None,223.0
ID2373,Own - None,1.44
ID2374,Own - None,70.6
ID2375,Own - None,81.8
ID2376,Own - None,120.68
ID2377,Own - None,214.6
ID2378,Own - None,75.8
ID2379,Own - None,152.88
ID2380,Own - Renters,91.84
ID2381,Own - None,108.24
ID2382,Own - None,117.8
ID2383,Own - None,95.6
ID2384,Rent Free - Not Specified,171.52
ID2385,Own - None,59.32
ID2386,Own - None,131.0
ID2387,Own - None,140.48
ID2388,Own - None,151.28
ID2389,Rent - Not Specified,56.16
ID2390,Rent - Not Specified,58.36
ID2391,Own - None,388.92
ID2392,Own - None,68.6
ID2393,Own - None,86.4
ID2394,Own - None,127.91666666666667
ID2395,Own - None,219.76
ID2396,Rent - Not Specified,149.44
ID2397,Own - None,95.0
ID2398,Own - Boarders,226.96
ID2399,Own - None,40.28
ID2400,Rent - Not Specified,76.96
ID2401,Own - None,21.72
ID2402,Own - None,63.36
ID2403,Own - None,44.8
ID2404,Own - None,91.76
ID2405,Own - None,96.4
ID2406,Own - None,100.6
ID2407,Rent - Not Specified,135.44
ID2408,Own - None,93.0
ID2409,Own - None,154.88
ID2410,Own - None,108.72
ID2411,Own - None,190.92
ID2412,Own - None,109.0
ID2413,Own - None,89.16
ID2414,Own - None,105.52
ID2415,Own - None,69.4
ID2416,Own - None,312.24
ID2417,Own - None,231.96
ID2418,Own - None,146.0
ID2419,Own - None,170.24
ID2420,Own - None,492.92
ID2421,Own - None,109.4
ID2422,Own - None,257.16
ID2423,Own - None,35.0
ID2424,Own - None,74.12
ID2425,Own - None,141.44
ID2426,Rent - Not Specified,122.29166666666667
ID2427,Own - None,110.76
ID2428,Own - None,98.4
ID2429,Own - None,84.2
ID2430,Own - None,86.76
ID2431,Own - None,118.48
ID2432,Own - None,84.8
ID2433,Own - None,162.48
ID2434,Own - None,19.68
ID2435,Own - None,35.6
ID2436,Own - None,88.08
ID2437,Own - None,112.16
ID2438,Own - None,168.84
ID2439,Own - None,307.4347826086956
ID2440,Rent - Not Specified,203.32
ID2441,Own - None,83.4
ID2442,Own - None,68.0
ID2443,Rent - Not Specified,83.96
ID2444,Own - None,6.08
ID2445,Own - None,29.32
ID2446,Own - None,97.0
ID2447,Own - None,4.72
ID2448,Own - None,180.92
ID2449,Own - None,58.68
ID2450,Own - None,343.6
ID2451,Own - None,83.28
ID2452,Own - None,100.24
ID2453,Own - None,79.16
ID2454,Own - None,160.64
ID2455,Rent - Not Specified,53.52
ID2456,Own - None,154.0
ID2457,Rent - Not Specified,59.72
ID2458,Own - None,98.24
ID2459,Own - None,103.96
ID2460,Own - None,80.52
ID2461,Own - None,80.0
ID2462,Own - None,272.16
ID2463,Own - None,29.8
ID2464,Own - None,80.2
ID2465,Own - None,37.88
ID2466,Own - None,39.56
ID2467,Own - None,121.2
ID2468,Rent - Not Specified,100.84
ID2469,Own - None,200.8
ID2470,Own - None,249.0
ID2471,Own - None,69.84
ID2472,Own - None,40.2
ID2473,Own - None,127.24
ID2474,Own - None,120.68
ID2475,Rent - Not Specified,47.96
ID2476,Own - None,99.32
ID2477,Own - None,46.36
ID2478,Own - None,0.08
ID2479,Rent - Not Specified,45.24
ID2480,Own - None,313.16
ID2481,Rent - Not Specified,326.24
ID2482,Own - Renters,100.44
ID2483,Own - None,137.68
ID2484,Own - None,48.28
ID2485,Own - None,89.48
ID2486,Rent - Not Specified,284.44
ID2487,Own - Renters,39.6
ID2488,Rent - Not Specified,60.08
ID2489,Rent Free - Not Specified,60.88
ID2490,Rent - Not Specified,137.4
ID2491,Own - None,80.64
ID2492,Own - None,39.16
ID2493,Own - None,88.76
ID2494,Own - None,109.6
ID2495,Own - None,11.08
ID2496,Own - None,134.4
ID2497,Own - None,126.28
ID2498,Own - None,78.28
ID2499,Own - None,105.28
ID2500,Own - None,41.6
ID2501,Own - Renters,46.92
ID2502,Own - None,56.28
ID2503,Own - None,160.88
ID2504,Own - None,90.32
ID2505,Own - None,119.48
ID2506,Own - None,34.72
ID2507,Own - None,97.6
ID2508,Own - None,85.32
ID2509,Own - None,29.32
ID2510,Own - None,77.28
ID2511,Own - None,44.32
ID2512,Own - None,106.36
ID2513,Own - None,117.16
ID2514,Own - None,119.4
ID2515,Rent - Not Specified,90.0
ID2516,Own - None,42.0
ID2517,Rent - Not Specified,103.6
ID2518,Own - None,103.56
ID2519,Own - None,89.68
ID2520,Own - None,132.88
ID2521,Own - None,104.88
ID2522,Own - None,83.4
ID2523,Own - None,72.92
ID2524,Own - None,203.88
ID2525,Rent - Not Specified,83.72
ID2526,Own - None,208.33333333333334
ID2527,Own - None,83.96
ID2528,Own - None,170.64
ID2529,Own - None,54.68
ID2530,Own - None,31.0
ID2531,Own - None,49.2
ID2532,Own - None,162.76
ID2533,Own - None,294.68
ID2534,Own - None,0.0
ID2535,Own - None,98.88
ID2536,Own - None,83.04
ID2537,Own - None,85.2
ID2538,Own - None,87.56
ID2539,Own - None,104.04
ID2540,Own - None,78.96
ID2541,Own - None,75.48
ID2542,Own - None,12.44
ID2543,Rent - Not Specified,0.8
ID2544,Rent - Not Specified,60.24
ID2545,Own - None,164.12
ID2546,Own - None,47.24
ID2547,Own - None,117.88
ID2548,Own - None,85.64
ID2549,Own - None,38.6
ID2550,Own - None,34.56
ID2551,Own - None,131.4
ID2552,Own - None,157.12
ID2553,Own - Boarders,161.66666666666666
ID2554,Own - None,117.2
ID2555,Own - None,97.28
ID2556,Own - Renters,39.52
ID2557,Own - None,98.88
ID2558,Rent Free - Not Specified,134.16
ID2559,Own - None,242.04
ID2560,Own - None,279.6
ID2561,Own - None,334.12
ID2562,Own - None,27.08695652173913
ID2563,Own - None,89.48
ID2564,Own - None,156.24
ID2565,Own - None,74.48
ID2566,Own - None,123.44
ID2567,Own - None,104.48
ID2568,Own - None,189.64
ID2569,Own - None,97.4
ID2570,Own - None,104.95833333333333
ID2571,Own - None,97.32
ID2572,Own - None,57.32
ID2573,Own - None,150.52
ID2574,Own - None,27.52
ID2575,Own - None,51.24
ID2576,Own - None,108.88
ID2577,Own - None,165.0
ID2578,Own - None,54.88
ID2579,Own - None,41.8
ID2580,Own - None,90.72
ID2581,Own - None,212.8
ID2582,Rent Free - Not Specified,38.904761904761905
ID2583,Own - None,193.32
ID2584,Own - None,250.08
ID2585,Own - None,99.6
ID2586,Own - None,195.84
ID2587,Own - None,94.4
ID2588,Own - None,479.72
ID2589,Rent Free - Not Specified,73.76
ID2590,Rent Free - Not Specified,123.68
ID2591,Own - None,6.16
ID2592,Own - None,12.96
ID2593,Own - None,103.2
ID2594,Own - None,161.08
ID2595,Own - None,48.4
ID2596,Own - None,148.04
ID2597,Own - None,141.2
ID2598,Own - None,114.44
ID2599,Own - None,118.24
ID2600,Rent - Not Specified,158.56
ID2601,Own - None,106.52
ID2602,Rent - Not Specified,65.64
ID2603,Own - None,86.08
ID2604,Own - None,165.92
ID2605,Own - None,104.16
ID2606,Own - None,78.52
ID2607,Own - None,29.72
ID2608,Own - None,150.76
ID2609,Own - None,382.8
ID2610,Own - None,194.56
ID2611,Own - None,61.32
ID2612,Own - None,70.56
ID2613,Own - None,139.92
ID2614,Own - None,469.48
ID2615,Own - None,165.6
ID2616,Own - None,515.32
ID2617,Own - None,47.2
ID2618,Rent - Not Specified,92.92
ID2619,Own - None,32.28
ID2620,Own - None,136.96
ID2621,Rent - Not Specified,264.88
ID2622,Own - None,278.52
ID2623,Own - None,76.44
ID2624,Own - None,47.2
ID2625,Own - None,95.68
ID2626,Rent - Not Specified,55.08
ID2627,Own - None,64.68
ID2628,Own - None,229.36
ID2629,Own - None,138.32
ID2630,Own - None,157.36
ID2631,Own - None,110.92
ID2632,Own - None,264.04
ID2633,Rent - Not Specified,96.28
ID2634,Own - None,275.04
ID2635,Own - None,60.52
ID2636,Own - None,166.92
ID2637,Own - None,130.52
ID2638,Own - None,62.2
ID2639,Own - None,128.76
ID2640,Own - None,77.6
ID2641,Own - None,49.16
ID2642,Own - None,63.4
ID2643,Own - None,77.52
ID2644,Own - None,93.76
ID2645,Own - None,92.32
ID2646,Own - None,31.4
ID2647,Rent - Not Specified,74.32
ID2648,Own - None,2.96
ID2649,Own - None,155.48
ID2650,Own - None,177.92
ID2651,Own - None,68.0
ID2652,Own - None,8.36
ID2653,Own - None,107.24
ID2654,Own - None,119.6
ID2655,Own - None,55.44
ID2656,Own - None,81.72
ID2657,Own - None,10.64
ID2658,Own - None,28.48
ID2659,Own - None,57.52
ID2660,Own - None,938.24
ID2661,Rent - Not Specified,52.52
ID2662,Own - None,84.28
ID2663,Own - None,131.36
ID2664,Own - None,9.8
ID2665,Own - None,71.28
ID2666,Own - None,93.48
ID2667,Own - None,42.16
ID2668,Own - None,77.4
ID2669,Own - None,82.72
ID2670,Own - None,122.68
ID2671,Own - None,74.16
ID2672,Own - None,141.68
ID2673,Own - None,56.88
ID2674,Own - None,45.4
ID2675,Own - None,76.12
ID2676,Own - None,57.08
ID2677,Own - None,105.96
ID2678,Own - None,112.04
ID2679,Own - None,62.36
ID2680,Own - None,82.76
ID2681,Own - None,271.04
ID2682,Own - None,128.48
ID2683,Own - None,109.52
ID2684,Own - None,59.72
ID2685,Own - None,45.6
ID2686,Own - None,93.64
ID2687,Rent - Not Specified,59.44
ID2688,Own - None,20.28
ID2689,Own - None,90.24
ID2690,Own - None,107.68
ID2691,Own - None,106.52
ID2692,Own - None,63.8
ID2693,Own - None,13.36
ID2694,Own - None,1.56
ID2695,Rent - Not Specified,67.28
ID2696,Own - None,130.52
ID2697,Own - None,37.32
ID2698,Own - None,103.76
ID2699,Own - None,163.24
ID2700,Own - None,43.16
ID2701,Own - None,180.0
ID2702,Own - Renters,108.48
ID2703,Own - None,133.6
ID2704,Own - None,95.8
ID2705,Own - None,49.28
ID2706,Own - None,23.72
ID2707,Own - None,89.52
ID2708,Own - None,151.48
ID2709,Own - None,145.72
ID2710,Own - None,150.8
ID2711,Own - None,79.28
ID2712,Own - Renters,127.4
ID2713,Own - None,106.64
ID2714,Own - None,131.68
ID2715,Own - None,105.76
ID2716,Rent - Not Specified,134.4
ID2717,Own - None,282.12
ID2718,Own - None,151.44
ID2719,Own - None,75.6
ID2720,Own - None,26.44
ID2721,Own - None,6.44
ID2722,Own - None,78.88
ID2723,Own - None,111.68
ID2724,Own - None,87.56
ID2725,Own - None,269.96
ID2726,Own - None,407.24
ID2727,Own - None,139.28
ID2728,Own - None,75.48
ID2729,Own - None,93.4
ID2730,Own - None,77.24
ID2731,Own - None,53.2
ID2732,Own - None,93.96
ID2733,Rent Free - Not Specified,138.04
ID2734,Own - None,87.36
ID2735,Own - None,348.04
ID2736,Own - None,85.52
ID2737,Rent - Not Specified,84.4
ID2738,Own - None,129.56
ID2739,Own - None,140.24
ID2740,Own - None,85.6
ID2741,Own - None,55.56
ID2742,Own - None,94.32
ID2743,Rent - Not Specified,55.24
ID2744,Own - None,114.36
ID2745,Own - None,34.44
ID2746,Own - None,158.04
ID2747,Own - None,36.08
ID2748,Own - None,140.08
ID2749,Own - None,66.44
ID2750,Own - None,55.28
ID2751,Own - None,91.68
ID2752,Own - None,87.4
ID2753,Own - None,81.0
ID2754,Rent - Not Specified,188.52
ID2755,Own - None,86.52
ID2756,Rent - Not Specified,58.52
ID2757,Rent - Not Specified,59.68
ID2758,Own - None,114.6
ID2759,Own - None,574.1176470588235
ID2760,Own - None,66.0
ID2761,Own - None,111.6
ID2762,Own - None,117.6
ID2763,Own - None,124.76
ID2764,Own - None,165.28
ID2765,Own - None,117.68
ID2766,Own - None,154.47826086956522
ID2767,Own - None,98.56
ID2768,Own - None,107.2
ID2769,Own - None,62.92
ID2770,Own - None,1026.88
ID2771,Own - None,166.32
ID2772,Own - None,67.48
ID2773,Own - None,45.36
ID2774,Own - None,418.08
ID2775,Own - None,66.92
ID2776,Own - None,63.36
ID2777,Own - None,38.92
ID2778,Own - None,551.12
ID2779,Own - None,77.48
ID2780,Own - None,267.88
ID2781,Own - None,245.4
ID2782,Own - None,41.2
ID2783,Own - None,15.48
ID2784,Rent - Not Specified,103.96
ID2785,Own - None,90.8
ID2786,Own - None,80.24
ID2787,Own - None,74.36
ID2788,Rent - Not Specified,198.64
ID2789,Own - None,165.8
ID2790,Own - None,146.64
ID2791,Own - None,81.0
ID2792,Rent - Not Specified,49.2
ID2793,Own - None,104.88
ID2794,Own - None,29.4
ID2795,Own - None,116.24
ID2796,Own - None,90.72
ID2797,Own - None,69.52
ID2798,Own - None,140.84
ID2799,Rent - Not Specified,136.52
ID2800,Own - None,108.28
ID2801,Own - None,81.16
ID2802,Own - None,221.04
ID2803,Own - None,84.56
ID2804,Rent - Not Specified,57.0
ID2805,Own - None,73.8
ID2806,Own - None,113.64
ID2807,Own - None,97.4
ID2808,Own - None,10.96
ID2809,Own - None,188.48
ID2810,Own - None,272.4
ID2811,Own - None,139.72
ID2812,Rent - Not Specified,86.84
ID2813,Own - None,138.52
